month,station,scount,ecount,total_s_e_counts
2022-04,Amsterdam Ave & W 180 St,124.0,96.0,220.0
2022-04,Amsterdam Ave & W 183 St,159.0,162.0,321.0
2022-04,Amsterdam Ave & W 186 St,156.0,113.0,269.0
2022-04,Amsterdam Ave & W 189 St,46.0,38.0,84.0
2022-04,Amsterdam Ave & W 66 St,2405.0,2336.0,4741.0
2022-04,Amsterdam Ave & W 73 St,5563.0,5535.0,11098.0
2022-04,Amsterdam Ave & W 79 St,4333.0,4310.0,8643.0
2022-04,Amsterdam Ave & W 82 St,3379.0,3376.0,6755.0
2022-04,Anderson Ave & W 164 St,84.0,75.0,159.0
2022-04,Andrew Ave N & Hall of Fame Tce,38.0,34.0,72.0
2022-04,Andrews Ave S & W 179 St,90.0,87.0,177.0
2022-04,Anthony Ave & E 175 St,63.0,56.0,119.0
2022-04,Anthony Ave & E Tremont Ave,479.0,478.0,957.0
2022-04,Aqueduct Ave & North St,50.0,42.0,92.0
2022-04,Aqueduct Ave & W 190 St,99.0,83.0,182.0
2022-04,Ashland Pl & Dekalb Ave,1006.0,1053.0,2059.0
2022-04,Astoria Park S & Shore Blvd,1094.0,1092.0,2186.0
2022-04,Atlantic Ave & Fort Greene Pl,2164.0,2181.0,4345.0
2022-04,Atlantic Ave & Furman St,2410.0,2423.0,4833.0
2022-04,Audobon Ave & W 179 St,178.0,156.0,334.0
2022-04,Audubon Ave & Fort George Ave,81.0,71.0,152.0
2022-04,Audubon Ave & W 192 St,66.0,59.0,125.0
2022-04,Ave A & E 11 St,3509.0,3548.0,7057.0
2022-04,Ave A & E 14 St,4727.0,4721.0,9448.0
2022-04,Ave D & E 8 St,1588.0,1614.0,3202.0
2022-04,Avenue C & E 18 St,2016.0,1920.0,3936.0
2022-04,Avenue D & E 10 St,1233.0,1267.0,2500.0
2022-04,Avenue D & E 12 St,706.0,720.0,1426.0
2022-04,Avenue D & E 3 St,2301.0,2332.0,4633.0
2022-04,Bailey Ave & Sedgwick Ave,66.0,49.0,115.0
2022-04,Bailey Ave & W 193 St,69.0,80.0,149.0
2022-04,Bainbridge Ave & Bedford Park Blvd,136.0,137.0,273.0
2022-04,Bainbridge Ave & E 193 St,60.0,70.0,130.0
2022-04,Bainbridge Ave & E 196 St,53.0,46.0,99.0
2022-04,Bainbridge Ave & E 198 St,86.0,87.0,173.0
2022-04,Bank St & Hudson St,2460.0,2428.0,4888.0
2022-04,Bank St & Washington St,2556.0,2534.0,5090.0
2022-04,Banker St & Meserole Ave,1166.0,1269.0,2435.0
2022-04,Barclay St & Church St,979.0,1019.0,1998.0
2022-04,Barrow St & Hudson St,3380.0,3343.0,6723.0
2022-04,Barry St & Tiffany St,26.0,30.0,56.0
2022-04,Bay St & Court St,159.0,210.0,369.0
2022-04,Bayard St & Baxter St,2959.0,2963.0,5922.0
2022-04,Bayard St & Leonard St,1196.0,1296.0,2492.0
2022-04,Beaver St & Fayette St,924.0,930.0,1854.0
2022-04,Beck St & Leggett Ave,151.0,154.0,305.0
2022-04,Bedford Ave & Bergen St,2012.0,1995.0,4007.0
2022-04,Bedford Ave & Montgomery St,609.0,614.0,1223.0
2022-04,Bedford Ave & Nassau Ave,2197.0,2318.0,4515.0
2022-04,Bedford Ave & S 9 St,907.0,962.0,1869.0
2022-04,Bedford Park Blvd & Paul Ave,101.0,109.0,210.0
2022-04,Bergen Ave & E 152 St,206.0,213.0,419.0
2022-04,Bergen St & 4 Ave,1810.0,1841.0,3651.0
2022-04,Bergen St & Flatbush Ave,1993.0,1988.0,3981.0
2022-04,Bergen St & Smith St,2137.0,2216.0,4353.0
2022-04,Bergen St & Vanderbilt Ave,2380.0,2370.0,4750.0
2022-04,Berkeley Pl & 6 Ave,936.0,953.0,1889.0
2022-04,Berkeley Pl & 7 Ave,2664.0,2640.0,5304.0
2022-04,Berry St & N 8 St,3520.0,3550.0,7070.0
2022-04,Bialystoker Pl & Delancey St,1522.0,1482.0,3004.0
2022-04,Bleecker St & Crosby St,3860.0,3871.0,7731.0
2022-04,Boerum Pl\t& Pacific St,1985.0,2055.0,4040.0
2022-04,Boerum St & Broadway,1147.0,1122.0,2269.0
2022-04,Bond St & Bergen St,1025.0,1042.0,2067.0
2022-04,Bond St & Fulton St,1831.0,1870.0,3701.0
2022-04,Boone Ave & E 172 St,186.0,185.0,371.0
2022-04,Boston Rd & E 167 St,142.0,140.0,282.0
2022-04,Boston Rd & Prospect Ave,148.0,143.0,291.0
2022-04,Botanical Sq & Webster Ave,206.0,280.0,486.0
2022-04,Bradhurst Ave & W 148 St,386.0,386.0,772.0
2022-04,Bridge St & Water St,1235.0,1288.0,2523.0
2022-04,Bridge St & York St,372.0,448.0,820.0
2022-04,Broad St & Bridge St,1353.0,1379.0,2732.0
2022-04,Broadway & 12 St,494.0,489.0,983.0
2022-04,Broadway & 49 St,100.0,111.0,211.0
2022-04,Broadway & 51 St,220.0,230.0,450.0
2022-04,Broadway & Battery Pl,2165.0,2197.0,4362.0
2022-04,Broadway & Berry St,3624.0,3659.0,7283.0
2022-04,Broadway & E 14 St,8408.0,8428.0,16836.0
2022-04,Broadway & E 19 St,396.0,411.0,807.0
2022-04,Broadway & E 21 St,8624.0,8777.0,17401.0
2022-04,Broadway & Ellwood St,201.0,213.0,414.0
2022-04,Broadway & Furman Ave,144.0,142.0,286.0
2022-04,Broadway & Hancock St,473.0,460.0,933.0
2022-04,Broadway & Kosciuszko St,807.0,804.0,1611.0
2022-04,Broadway & Madison St,728.0,732.0,1460.0
2022-04,Broadway & Morris St,1369.0,1426.0,2795.0
2022-04,Broadway & Moylan Pl,832.0,821.0,1653.0
2022-04,Broadway & Roebling St,1818.0,1890.0,3708.0
2022-04,Broadway & W 122 St,1027.0,1013.0,2040.0
2022-04,Broadway & W 131 St,856.0,848.0,1704.0
2022-04,Broadway & W 133 St,654.0,639.0,1293.0
2022-04,Broadway & W 142 St,432.0,368.0,800.0
2022-04,Broadway & W 153 St,193.0,187.0,380.0
2022-04,Broadway & W 155 St,616.0,535.0,1151.0
2022-04,Broadway & W 160 St,553.0,524.0,1077.0
2022-04,Broadway & W 165 St,269.0,213.0,482.0
2022-04,Broadway & W 168 St,588.0,490.0,1078.0
2022-04,Broadway & W 185 St,340.0,267.0,607.0
2022-04,Broadway & W 192 St,284.0,286.0,570.0
2022-04,Broadway & W 220 St,189.0,191.0,380.0
2022-04,Broadway & W 25 St,7482.0,7533.0,15015.0
2022-04,Broadway & W 29 St,5098.0,5146.0,10244.0
2022-04,Broadway & W 36 St,2532.0,2595.0,5127.0
2022-04,Broadway & W 37 St,1416.0,1370.0,2786.0
2022-04,Broadway & W 38 St,4580.0,4367.0,8947.0
2022-04,Broadway & W 41 St,5810.0,5738.0,11548.0
2022-04,Broadway & W 51 St,3686.0,3608.0,7294.0
2022-04,Broadway & W 53 St,3783.0,3585.0,7368.0
2022-04,Broadway & W 56 St,4353.0,4062.0,8415.0
2022-04,Broadway & W 58 St,8412.0,8068.0,16480.0
2022-04,Broadway & W 61 St,4345.0,4214.0,8559.0
2022-04,Broadway & Whipple St,966.0,930.0,1896.0
2022-04,Broadway\t& W 48 St,4466.0,4368.0,8834.0
2022-04,Bronx Shore Comfort Station,299.0,291.0,590.0
2022-04,Brook Ave & E 138 St,283.0,331.0,614.0
2022-04,Brook Ave & E 141 St,159.0,138.0,297.0
2022-04,Brook Ave & E 148 St,212.0,208.0,420.0
2022-04,Brook Ave & E 157 St,172.0,161.0,333.0
2022-04,Brooklyn Bridge Park - Pier 2,1211.0,1247.0,2458.0
2022-04,Bruckner Blvd & Bryant Ave,198.0,196.0,394.0
2022-04,Buchanan Pl & Grand Ave,64.0,65.0,129.0
2022-04,Bulova Ave & Brooklyn Queens Expressway W,185.0,179.0,364.0
2022-04,Bus Slip & State St,1621.0,1634.0,3255.0
2022-04,Bushwick Ave & Dekalb Ave,552.0,490.0,1042.0
2022-04,Bushwick Ave & Forrest St,593.0,591.0,1184.0
2022-04,Bushwick Ave & Furman Ave,130.0,118.0,248.0
2022-04,Bushwick Ave & Harman St,657.0,624.0,1281.0
2022-04,Bushwick Ave & Linden St,497.0,483.0,980.0
2022-04,Bushwick Ave & McKibbin St,483.0,494.0,977.0
2022-04,Bushwick Ave & Powers St,1086.0,1041.0,2127.0
2022-04,Bushwick Ave & Stagg St,413.0,396.0,809.0
2022-04,Butler St & Court St,818.0,910.0,1728.0
2022-04,Cabrini Blvd & W 177 St,146.0,143.0,289.0
2022-04,Cadman Plaza E & Red Cross Pl,1429.0,1538.0,2967.0
2022-04,Cadman Plaza E & Tillary St,1605.0,1561.0,3166.0
2022-04,Calyer St & Guernsey St,864.0,1005.0,1869.0
2022-04,Calyer St & Jewel St,726.0,852.0,1578.0
2022-04,Cambridge Pl & Gates Ave,1109.0,1091.0,2200.0
2022-04,Canal St & Rutgers St,4889.0,4911.0,9800.0
2022-04,Carlton Ave & Dean St,1855.0,1860.0,3715.0
2022-04,Carlton Ave & Flushing Ave,990.0,1044.0,2034.0
2022-04,Carlton Ave & Park Ave,861.0,868.0,1729.0
2022-04,Carmine St & 6 Ave,5799.0,5807.0,11606.0
2022-04,Carroll St & 5 Ave,1485.0,1492.0,2977.0
2022-04,Carroll St & 6 Ave,1390.0,1377.0,2767.0
2022-04,Carroll St & Bond St,901.0,907.0,1808.0
2022-04,Carroll St & Columbia St,1075.0,1089.0,2164.0
2022-04,Carroll St & Franklin Ave,490.0,494.0,984.0
2022-04,Carroll St & Smith St,2039.0,2064.0,4103.0
2022-04,Carroll St & Washington Ave,706.0,689.0,1395.0
2022-04,Cathedral Pkwy & Broadway,2458.0,2434.0,4892.0
2022-04,Catherine St & Monroe St,1446.0,1496.0,2942.0
2022-04,Caton Ave & Argyle Rd,458.0,482.0,940.0
2022-04,Caton Ave & E 10 St,348.0,377.0,725.0
2022-04,Caton Ave & E 7 St,328.0,378.0,706.0
2022-04,Cauldwell Ave & E 158 St,133.0,136.0,269.0
2022-04,Cauldwell Ave & E 161 St,101.0,93.0,194.0
2022-04,Cedar Ave & W Fordham Rd,119.0,115.0,234.0
2022-04,Cedar St & Evergreen Ave,522.0,375.0,897.0
2022-04,Cedar St & Myrtle Ave,680.0,663.0,1343.0
2022-04,Center Blvd & 48 Ave,865.0,893.0,1758.0
2022-04,Center Blvd & 51 Ave,1516.0,1502.0,3018.0
2022-04,Central Ave & Covert St,239.0,240.0,479.0
2022-04,Central Ave & Decatur St,225.0,235.0,460.0
2022-04,Central Ave & Flushing Ave,500.0,510.0,1010.0
2022-04,Central Ave & Himrod St,443.0,442.0,885.0
2022-04,Central Ave & Melrose St,509.0,505.0,1014.0
2022-04,Central Ave & Starr Street,827.0,823.0,1650.0
2022-04,Central Ave & Weirfield St,401.0,377.0,778.0
2022-04,Central Ave & Woodbine St,574.0,559.0,1133.0
2022-04,Central Park North & Adam Clayton Powell Blvd,4127.0,4174.0,8301.0
2022-04,Central Park S & 6 Ave,7553.0,7624.0,15177.0
2022-04,Central Park W & W 103 St,2582.0,2442.0,5024.0
2022-04,Central Park W & W 91 St,4464.0,4335.0,8799.0
2022-04,Central Park W & W 97 St,2731.0,2776.0,5507.0
2022-04,Central Park West & W 68 St,5673.0,5755.0,11428.0
2022-04,Central Park West & W 72 St,6486.0,6045.0,12531.0
2022-04,Central Park West & W 76 St,3471.0,3387.0,6858.0
2022-04,Central Park West & W 85 St,4671.0,4457.0,9128.0
2022-04,Centre St & Chambers St,4476.0,4567.0,9043.0
2022-04,Centre St & Seneca Ave,146.0,151.0,297.0
2022-04,Centre St & Worth St,2724.0,2786.0,5510.0
2022-04,Charlotte St & Boston Rd,41.0,48.0,89.0
2022-04,Cherry St,1631.0,1608.0,3239.0
2022-04,Chester Ave & 12 Ave,110.0,128.0,238.0
2022-04,Christopher St & Greenwich St,5327.0,5480.0,10807.0
2022-04,Church Ave & McDonald Ave,136.0,152.0,288.0
2022-04,Church Ave & Story St,122.0,143.0,265.0
2022-04,Clark St & Henry St,256.0,252.0,508.0
2022-04,Classon Ave & St Marks Ave,1801.0,1581.0,3382.0
2022-04,Clay Ave & Claremont Pkwy,291.0,284.0,575.0
2022-04,Clay Ave & E 173 St,139.0,143.0,282.0
2022-04,Clermont Ave & Lafayette Ave,1707.0,1406.0,3113.0
2022-04,Clermont Ave & Park Ave,1035.0,1045.0,2080.0
2022-04,Cleveland Pl & Spring St,7074.0,7081.0,14155.0
2022-04,Cliff St & Fulton St,2193.0,2249.0,4442.0
2022-04,Clinton Ave & Flushing Ave,979.0,1010.0,1989.0
2022-04,Clinton Ave & Myrtle Ave,2544.0,2456.0,5000.0
2022-04,Clinton St & 4 Place,1010.0,995.0,2005.0
2022-04,Clinton St & Centre St,282.0,319.0,601.0
2022-04,Clinton St & Cherry St,2121.0,2164.0,4285.0
2022-04,Clinton St & Grand St,5644.0,5699.0,11343.0
2022-04,Clinton St & Joralemon St,2229.0,2215.0,4444.0
2022-04,Clinton St & Tillary St,2188.0,2203.0,4391.0
2022-04,Clinton St & Union St,1658.0,1679.0,3337.0
2022-04,Coffey St & Conover St,390.0,444.0,834.0
2022-04,Coffey St & Ferris St,475.0,539.0,1014.0
2022-04,College Ave & E 170 St,57.0,55.0,112.0
2022-04,Columbia Heights & Cranberry St,1356.0,1350.0,2706.0
2022-04,Columbia St & Degraw St,831.0,866.0,1697.0
2022-04,Columbia St & Kane St,673.0,682.0,1355.0
2022-04,Columbia St & Lorraine St,124.0,210.0,334.0
2022-04,Columbia St & Rivington St,1732.0,1722.0,3454.0
2022-04,Columbia St & W 9 St,218.0,272.0,490.0
2022-04,Columbus Ave & W 103 St,735.0,721.0,1456.0
2022-04,Columbus Ave & W 72 St,5311.0,5344.0,10655.0
2022-04,Columbus Ave & W 95 St,2422.0,2424.0,4846.0
2022-04,Commerce St & Van Brunt St,423.0,498.0,921.0
2022-04,Concord St & Bridge St,853.0,853.0,1706.0
2022-04,Concourse Village East & E 158 St,217.0,227.0,444.0
2022-04,Concourse Village West & E 156 St,147.0,149.0,296.0
2022-04,Congress St & Clinton St,1583.0,1611.0,3194.0
2022-04,Congress St & Hicks St,836.0,892.0,1728.0
2022-04,Convent Ave & W 135 St,484.0,464.0,948.0
2022-04,Convent Ave & W 151 St,170.0,121.0,291.0
2022-04,Cooper Square & Astor Pl,4403.0,4510.0,8913.0
2022-04,Court St & Nelson St,1088.0,1177.0,2265.0
2022-04,Court St & State St,2083.0,2061.0,4144.0
2022-04,Courtlandt Ave & E 149 St,376.0,375.0,751.0
2022-04,Crescent St & 30 Ave,1388.0,1383.0,2771.0
2022-04,Crescent St & 34 Ave,1020.0,897.0,1917.0
2022-04,Crescent St & 35 Ave,516.0,523.0,1039.0
2022-04,Crescent St & Broadway,1347.0,1360.0,2707.0
2022-04,Crescent St & Ditmars Blvd,398.0,389.0,787.0
2022-04,Creston Ave & E 178 St,108.0,111.0,219.0
2022-04,Creston Ave & E 181 St,147.0,137.0,284.0
2022-04,Crotona Park East & E 173 St,43.0,41.0,84.0
2022-04,Crotona Park North & Prospect Ave,186.0,190.0,376.0
2022-04,Cumberland St & Lafayette Ave,1495.0,1471.0,2966.0
2022-04,Cypress Ave & George St,144.0,135.0,279.0
2022-04,Cypress Ave & Palmetto St,127.0,104.0,231.0
2022-04,Dahill Rd & 12 Ave,252.0,285.0,537.0
2022-04,Davidson Ave & W Burnside Ave,172.0,170.0,342.0
2022-04,Dawson St & Intervale Ave,72.0,84.0,156.0
2022-04,DeKalb Ave & Franklin Ave,1400.0,1383.0,2783.0
2022-04,DeKalb Ave & Hudson Ave,1695.0,1719.0,3414.0
2022-04,DeKalb Ave & S Portland Ave,2121.0,2119.0,4240.0
2022-04,DeKalb Ave & Vanderbilt Ave,2302.0,2267.0,4569.0
2022-04,Dean St & Franklin Ave,1644.0,1613.0,3257.0
2022-04,Dean St & Hoyt St,1282.0,1327.0,2609.0
2022-04,Decatur Ave & Bedford Park Blvd,78.0,77.0,155.0
2022-04,Decatur Ave & E 197 St,44.0,45.0,89.0
2022-04,Decatur Ave & Oliver Pl,34.0,35.0,69.0
2022-04,Degraw St & Hoyt St,901.0,932.0,1833.0
2022-04,Degraw St & Smith St,1251.0,1269.0,2520.0
2022-04,Delancey St & Eldridge St,1522.0,1564.0,3086.0
2022-04,Devoe St & Lorimer St,1803.0,1800.0,3603.0
2022-04,Devoe St & Morgan Ave,630.0,621.0,1251.0
2022-04,Ditmars Blvd & 19 St,524.0,538.0,1062.0
2022-04,Ditmars Blvd & 43 St,341.0,326.0,667.0
2022-04,Ditmars Blvd & 48 St,61.0,62.0,123.0
2022-04,Ditmars Blvd & 73 St,109.0,107.0,216.0
2022-04,Ditmars Blvd & 76 St,98.0,105.0,203.0
2022-04,Ditmars Blvd & 79 St,140.0,148.0,288.0
2022-04,Division Ave & Hooper St,812.0,768.0,1580.0
2022-04,Division Ave & Marcy Ave,594.0,608.0,1202.0
2022-04,Division St & Bowery,2360.0,2419.0,4779.0
2022-04,Dock 72 Way & Market St,1147.0,1196.0,2343.0
2022-04,Dock St & Front St,1467.0,1432.0,2899.0
2022-04,Douglass St & 3 Ave,1633.0,1690.0,3323.0
2022-04,Douglass St & 4 Ave,1527.0,1555.0,3082.0
2022-04,Driggs Ave & Lorimer St,1273.0,1333.0,2606.0
2022-04,Driggs Ave & N 9 St,2993.0,3150.0,6143.0
2022-04,Driggs Ave & N Henry St,1759.0,1725.0,3484.0
2022-04,Duane St & Hudson St,1247.0,1272.0,2519.0
2022-04,Duffield St & Willoughby St,1980.0,1972.0,3952.0
2022-04,Dwight St & Van Dyke St,257.0,279.0,536.0
2022-04,Dyckman St & 10 Ave,111.0,116.0,227.0
2022-04,Dyckman St & Henshaw St,205.0,219.0,424.0
2022-04,Dyckman St & Staff St,365.0,380.0,745.0
2022-04,E 1 St & 1 Ave,4704.0,4726.0,9430.0
2022-04,E 10 St & 2 Ave,3590.0,3816.0,7406.0
2022-04,E 10 St & Avenue A,5488.0,5626.0,11114.0
2022-04,E 102 St & 1 Ave,1711.0,1690.0,3401.0
2022-04,E 102 St & Park Ave,843.0,862.0,1705.0
2022-04,E 103 St & Lexington Ave,1155.0,1173.0,2328.0
2022-04,E 106 St & 1 Ave,811.0,818.0,1629.0
2022-04,E 106 St & 2 Ave,771.0,813.0,1584.0
2022-04,E 106 St & Lexington Ave,1050.0,1127.0,2177.0
2022-04,E 106 St & Madison Ave,1372.0,1361.0,2733.0
2022-04,E 11 St & 1 Ave,4170.0,4182.0,8352.0
2022-04,E 11 St & 3 Ave,4037.0,4210.0,8247.0
2022-04,E 11 St & Avenue B,3194.0,3184.0,6378.0
2022-04,E 114 St & 1 Ave,1771.0,1796.0,3567.0
2022-04,E 115 St & Lexington Ave,930.0,934.0,1864.0
2022-04,E 115 St & Madison Ave,643.0,648.0,1291.0
2022-04,E 116 St & 2 Ave,796.0,757.0,1553.0
2022-04,E 118 St & 1 Ave,1335.0,1354.0,2689.0
2022-04,E 118 St & 3 Ave,973.0,990.0,1963.0
2022-04,E 118 St & Madison Ave,965.0,958.0,1923.0
2022-04,E 118 St & Park Ave,413.0,408.0,821.0
2022-04,E 12 St & 3 Ave,2799.0,2821.0,5620.0
2022-04,E 12 St & Ave C,1921.0,1936.0,3857.0
2022-04,E 123 St & Lexington Ave,536.0,545.0,1081.0
2022-04,E 128 St & 3 Ave,95.0,102.0,197.0
2022-04,E 128 St & Madison Ave,491.0,496.0,987.0
2022-04,E 13 St & 2 Ave,4982.0,5018.0,10000.0
2022-04,E 13 St & Avenue A,3694.0,3725.0,7419.0
2022-04,E 132 St & Madison Ave,542.0,520.0,1062.0
2022-04,E 133 St & Cypress Pl,76.0,57.0,133.0
2022-04,E 134 St & Walnut Ave,66.0,70.0,136.0
2022-04,E 135 St & St Ann's Ave,142.0,142.0,284.0
2022-04,E 138 St & 5 Av,531.0,536.0,1067.0
2022-04,E 138 St & Canal St W,252.0,255.0,507.0
2022-04,E 138 St & Cypress Ave,238.0,242.0,480.0
2022-04,E 138 St & Grand Concourse,179.0,191.0,370.0
2022-04,E 138 St & Willow Ave,117.0,124.0,241.0
2022-04,E 14 St & 1 Ave,3684.0,3688.0,7372.0
2022-04,E 14 St & Avenue B,3535.0,3524.0,7059.0
2022-04,E 141 St & Jackson Ave,73.0,72.0,145.0
2022-04,E 141 St & St Ann's Ave,178.0,186.0,364.0
2022-04,E 142 St & 3 Ave,166.0,163.0,329.0
2022-04,E 144 St & Brook Ave,114.0,113.0,227.0
2022-04,E 147 St & Bergen Ave,253.0,244.0,497.0
2022-04,E 149 St & Eagle Ave,177.0,162.0,339.0
2022-04,E 149 St & Jackson Ave,181.0,182.0,363.0
2022-04,E 149 St & Morris Ave,446.0,447.0,893.0
2022-04,E 149 St & Park Ave,291.0,286.0,577.0
2022-04,E 15 St & 3 Ave,4871.0,4886.0,9757.0
2022-04,E 150 St & Gerard Ave,187.0,196.0,383.0
2022-04,E 153 St & E 157 St,226.0,251.0,477.0
2022-04,E 155 St & Courtlandt Ave,71.0,66.0,137.0
2022-04,E 156 & Brook Ave,233.0,240.0,473.0
2022-04,E 156 St & Courtlandt Ave,195.0,202.0,397.0
2022-04,E 157 St & River Ave,324.0,340.0,664.0
2022-04,E 158 St & Melrose Ave,234.0,228.0,462.0
2022-04,E 16 St & 5 Ave,5672.0,5680.0,11352.0
2022-04,E 16 St & Irving Pl,3552.0,3656.0,7208.0
2022-04,E 160 St & Tinton Ave,67.0,74.0,141.0
2022-04,E 161 St & Park Ave,351.0,357.0,708.0
2022-04,E 161 St & River Ave,784.0,796.0,1580.0
2022-04,E 163 St & Tiffany St,77.0,74.0,151.0
2022-04,E 163 St & Union Ave,186.0,172.0,358.0
2022-04,E 165 St & Clay Ave,133.0,123.0,256.0
2022-04,E 165 St & Fox St,55.0,61.0,116.0
2022-04,E 165 St & Jerome Ave,51.0,54.0,105.0
2022-04,E 167 St & Bryant Ave,87.0,85.0,172.0
2022-04,E 167 St & Clay Ave,208.0,232.0,440.0
2022-04,E 167 St & Franklin Ave,144.0,139.0,283.0
2022-04,E 169 St & Fox St,77.0,80.0,157.0
2022-04,E 169 St & Webster Ave,311.0,315.0,626.0
2022-04,E 17 St & Broadway,4854.0,4955.0,9809.0
2022-04,E 170 St & Clay Ave,91.0,76.0,167.0
2022-04,E 170 St & Sheridan Ave,226.0,206.0,432.0
2022-04,E 170 St & Webster Ave,368.0,367.0,735.0
2022-04,E 171 St & 3 Ave,153.0,154.0,307.0
2022-04,E 171 St & Webster Ave,14.0,14.0,28.0
2022-04,E 174 St & Longfellow Ave,115.0,130.0,245.0
2022-04,E 174 St & Walton Ave,113.0,125.0,238.0
2022-04,E 188 St & Creston Ave,246.0,226.0,472.0
2022-04,E 19 St & 3 Ave,3676.0,3671.0,7347.0
2022-04,E 2 St & 2 Ave,2945.0,2980.0,5925.0
2022-04,E 2 St & Avenue A,4046.0,4164.0,8210.0
2022-04,E 2 St & Avenue B,4559.0,4593.0,9152.0
2022-04,E 2 St & Avenue C,4173.0,3826.0,7999.0
2022-04,E 20 St & 2 Ave,4822.0,4807.0,9629.0
2022-04,E 20 St & FDR Dr,4046.0,4025.0,8071.0
2022-04,E 20 St & Park Ave,4544.0,4584.0,9128.0
2022-04,E 201 St & Briggs Ave,88.0,86.0,174.0
2022-04,E 22 St & 2 Ave,3722.0,3570.0,7292.0
2022-04,E 23 St & 1 Ave,4079.0,4094.0,8173.0
2022-04,E 25 St & 1 Ave,2813.0,2783.0,5596.0
2022-04,E 25 St & 2 Ave,4466.0,4456.0,8922.0
2022-04,E 26 St & 3 Ave,2822.0,2597.0,5419.0
2022-04,E 27 St & 1 Ave,4797.0,4849.0,9646.0
2022-04,E 27 St & Park Ave S,3097.0,3014.0,6111.0
2022-04,E 3 St & 1 Ave,2967.0,2969.0,5936.0
2022-04,E 3 St & Church Ave,186.0,195.0,381.0
2022-04,E 30 St & Park Ave S,2965.0,2970.0,5935.0
2022-04,E 31 St & 3 Ave,5037.0,5013.0,10050.0
2022-04,E 32 St & Park Ave,4994.0,4939.0,9933.0
2022-04,E 33 St & 1 Ave,7283.0,7267.0,14550.0
2022-04,E 33 St & 5 Ave,4846.0,4842.0,9688.0
2022-04,E 39 St & 2 Ave,3250.0,2916.0,6166.0
2022-04,E 39 St & Lexington Ave,3944.0,3937.0,7881.0
2022-04,E 4 St & 2 Ave,3599.0,3613.0,7212.0
2022-04,E 4 St & Ave B,2139.0,2203.0,4342.0
2022-04,E 40 St & 5 Ave,3574.0,3606.0,7180.0
2022-04,E 40 St & Park Ave,6841.0,6677.0,13518.0
2022-04,E 41 St & Madison Ave (SE corner),3741.0,3206.0,6947.0
2022-04,E 41 St & Madison Ave (SW corner),2751.0,2747.0,5498.0
2022-04,E 44 St & 2 Ave,3428.0,3104.0,6532.0
2022-04,E 44 St & Lexington Ave,4005.0,3993.0,7998.0
2022-04,E 45 St & 3 Ave,2048.0,2078.0,4126.0
2022-04,E 47 St & 1 Ave,2204.0,2202.0,4406.0
2022-04,E 47 St & 2 Ave,2975.0,2929.0,5904.0
2022-04,E 47 St & Park Ave,3774.0,3761.0,7535.0
2022-04,E 48 St & 3 Ave,2664.0,2675.0,5339.0
2022-04,E 48 St & 5 Ave,2613.0,2658.0,5271.0
2022-04,E 5 St & Ave A,2761.0,2825.0,5586.0
2022-04,E 5 St & Avenue C,2430.0,2443.0,4873.0
2022-04,E 5 St & Cooper Sq,2463.0,2548.0,5011.0
2022-04,E 50 St & Park Ave,1421.0,1373.0,2794.0
2022-04,E 51 St & 1 Ave,2324.0,2320.0,4644.0
2022-04,E 51 St & 2 Ave,2966.0,2855.0,5821.0
2022-04,E 51 St & Lexington Ave,2307.0,2172.0,4479.0
2022-04,E 53 St & Lexington Ave,3307.0,3319.0,6626.0
2022-04,E 53 St & Madison Ave,2841.0,2824.0,5665.0
2022-04,E 54 St & 1 Ave,2705.0,2478.0,5183.0
2022-04,E 55 St & 2 Ave,2203.0,2180.0,4383.0
2022-04,E 56 St & 3 Ave,3178.0,3183.0,6361.0
2022-04,E 56 St & Madison Ave,2271.0,2182.0,4453.0
2022-04,E 58 St & 1 Ave (NE Corner),1659.0,1650.0,3309.0
2022-04,E 58 St & 1 Ave (NW Corner),2674.0,2618.0,5292.0
2022-04,E 58 St & 3 Ave,4270.0,4263.0,8533.0
2022-04,E 58 St & Madison Ave,1016.0,962.0,1978.0
2022-04,E 59 St & Madison Ave,2435.0,2465.0,4900.0
2022-04,E 6 St & 2 Ave,2343.0,2512.0,4855.0
2022-04,E 6 St & Avenue B,2999.0,3014.0,6013.0
2022-04,E 6 St & Avenue D,3346.0,3343.0,6689.0
2022-04,E 60 St & York Ave,1052.0,1031.0,2083.0
2022-04,E 63 St & 3 Ave,2568.0,2259.0,4827.0
2022-04,E 65 St & 2 Ave,1964.0,1970.0,3934.0
2022-04,E 66 St & Madison Ave,1236.0,1257.0,2493.0
2022-04,E 67 St & Park Ave,1288.0,1300.0,2588.0
2022-04,E 68 St & 3 Ave,1868.0,1864.0,3732.0
2022-04,E 68 St & Madison Ave,1495.0,1300.0,2795.0
2022-04,E 7 St & Ave B,3490.0,3471.0,6961.0
2022-04,E 7 St & Ave C,2665.0,2664.0,5329.0
2022-04,E 7 St & Avenue A,4834.0,4837.0,9671.0
2022-04,E 72 St & Park Ave,2716.0,2713.0,5429.0
2022-04,E 72 St & York Ave,4250.0,4252.0,8502.0
2022-04,E 74 St & 1 Ave,3597.0,3586.0,7183.0
2022-04,E 75 St & 3 Ave,1885.0,1904.0,3789.0
2022-04,E 76 St & Park Ave,2226.0,2261.0,4487.0
2022-04,E 77 St & 3 Ave,2140.0,2236.0,4376.0
2022-04,E 78 St & 2 Ave,1673.0,1571.0,3244.0
